原始文本,省,市,区
浙江省杭州市萧山区浙江省杭州市,浙江省,杭州市,萧山区
浙江省东阳市江北街道西范小区,浙江省,金华市,东阳市
嘉兴市南湖区国际电器城中创公寓00栋,浙江省,嘉兴市,南湖区
云南省大理市下关镇正阳时代广场小段麻辣烫,云南省,大理白族自治州,大理市
浙江省宁波市北仑区明州路000号宁波港大厦,浙江省,宁波市,北仑区
山东省临沂市费县久年海参旗舰店,山东省,临沂市,费县
拱墅区丰潭路0000号芳满亭00号楼,浙江省,杭州市,拱墅区
广西岑溪市玉梧大道御景豪庭00栋0单元,广西壮族自治区,梧州市,岑溪市
浙江省杭州市余杭区余杭经济开发区兴起路0号,浙江省,杭州市,余杭区
浙江省-金华市-武义县西谭苑玖玖会,浙江省,金华市,武义县
浙江省嘉兴市桐乡市濮院镇建园路000号0楼,浙江省,嘉兴市,桐乡市
浙江省德清县国遥大厦0幢00楼,浙江省,湖州市,德清县
温州苍南龙港镇柳南一街-0单元,浙江省,温州市,苍南县
鄞州区研发园A0幢,浙江省,宁波市,鄞州区
浙江省温州市永嘉县清花西路,浙江省,温州市,永嘉县
萧山国际机场药品物流基地0号库,浙江省,杭州市,萧山区
石婆桥凤亭村北工业园区上海圆通速递余姚肖东分部,浙江省,宁波市,余姚市
鄞州区东钱湖旅游度假区钱湖工业区上扬路,浙江省,宁波市,鄞州区
上海上海市崇明区崇明城桥镇人民路000号,上海市,上海市,崇明区
浙江省温州市平阳县萧江镇上市路00号,浙江省,温州市,平阳县
浙江省台州市温岭市温西工具市场,浙江省,台州市,温岭市
浙江省西湖区余杭塘路0000号杭州五洲国际广场-0楼,浙江省,杭州市,西湖区
浙江省丽水市青田县油竹小口侨中小区0栋,浙江省,丽水市,青田县
宁波市江东区中兴路000号香榭公寓,浙江省,宁波市,江东区
龙湖镇大浦开发区拉链厂00楼,广东省,汕头市,龙湖区
东阳市江丽街道芸海北路新许村,浙江省,金华市,东阳市
山东省淄博市张店区沣水镇城东路00号,山东省,淄博市,张店区
拱墅区文一路00号云河大厦A座杭州特产店,浙江省,杭州市,拱墅区
四川省达州市宣汉县中国浙江省嘉兴市秀洲区龙源路,四川省,达州市,宣汉县
浙江省金华市义乌市浙江省义乌市春晗三区000幢00单元,浙江省,金华市,义乌市
浙江省宁波市鄞州区邱隘镇殷隘社区卫生服务站西万兴公寓门卫室丰巢快递柜丰巢,浙江省,宁波市,鄞州区
萧山原野汽配城000栋,浙江省,杭州市,萧山区
绍兴柯桥鉴湖路0000号浪琴湾00幢,浙江省,绍兴市,柯桥区
浙江省义乌市秦塘小区000幢,浙江省,金华市,义乌市
宁波海曙区东渡路华联写字楼,浙江省,宁波市,海曙区
浙江省金华兰溪县三市街000号,浙江省,金华市,兰溪县
温州市鹿城区望江西路金汇广场00栋,浙江省,温州市,鹿城区
金华浦江县大桥路浦江大厦印象丰安餐厅电联,浙江省,金华市,浦江县
瓯海区温州大学生活区A区,浙江省,温州市,瓯海区
浙江省温州市鹿城区双屿巨一集团,浙江省,温州市,鹿城区
浙江温岭泽国珠山A区,浙江省,台州市,温岭市
浙江-杭州-江干区浙江汽配城,浙江省,杭州市,江干区
浙江省温岭市三星小区000幢,浙江省,台州市,温岭市
宁波市海曙区孝闻街000号,浙江省,宁波市,海曙区
浙江省温州市瓯海区金蟾大道0000号,浙江省,温州市,瓯海区
嘉兴市南湖区余新镇创业路00号,浙江省,嘉兴市,南湖区
里仁洞朝阳新区三街0号,北京市,北京市,朝阳区
湖北省武汉市武昌区杨园街街道和平大道四美塘路口潜江虾皇旁武车平价小商店,湖北省,武汉市,武昌区
浙江杭州市上城区十五奎巷茶啾弄0号门,浙江省,杭州市,上城区
东新街道颜0路白石路灯塔豪园00幢0单元,辽宁省,辽阳市,灯塔市
湖北省宜昌市当阳市湖北省宜昌市当阳市河溶镇镇初级中学,湖北省,宜昌市,当阳市
浙江省金华市浙江省金华市永康市前仓镇金乡街00号,浙江省,金华市,永康市
浙江省温州市苍南县体育场路,浙江省,温州市,苍南县
浙江温州市瓯海区城区中州路000号,浙江省,温州市,瓯海区城区
吉林省舒兰市溪河镇双通村五社,吉林省,吉林市,舒兰市
浙江省仙居县白塔镇下塘下村下塘街北路00号,浙江省,台州市,仙居县
浙江省台州市温岭市滨海镇新农村000号浙味食品,浙江省,台州市,温岭市
宁波市慈溪市观海卫镇三北中路,浙江省,宁波市,慈溪市
金华市永康市芝英街道正街,浙江省,金华市,永康市
临平街道北沙西路金都夏宫荷苑00号楼,浙江省,杭州市,临平区
沈荡镇工业园示范海盐产业园,浙江省,嘉兴市,海盐县
浙江省-宁波市-象山县鹤浦镇兴盛街,浙江省,宁波市,象山县
吉林省长春市榆树市住华郡名城000栋,吉林省,长春市,榆树市
北京淀海区昆明湖南路甲八号,北京市,北京市,淀海区
浙江省湖州市吴兴区春江名城,浙江省,湖州市,吴兴区
浙江省杭州市余杭区良渚街道勾庄郁宅,浙江省,杭州市,余杭区
紫荆花路00号紫金庭园梅林苑00幢0单元,广东省,河源市,紫金县
高桥镇海泰佳园0幢,浙江省,宁波市,镇海区
龙港镇兴安街000号三单元,辽宁省,葫芦岛市,龙港区
浙江省温州市苍南县通港路0000号,浙江省,温州市,苍南县
柯桥瓜子湖风情小区00栋,浙江省,绍兴市,柯桥区
公明楼村第二工业区同富裕工业园,黑龙江省,齐齐哈尔市,富裕县
上海上海市浦东新区浙江省昌化镇东塔街000号,上海市,上海市,浦东新区
重庆重庆市梁平县安胜乡龙印村,重庆市,重庆市,梁平县
浙江省嘉兴市秀洲区油车港镇丽苑小区南区0栋,浙江省,嘉兴市,秀洲区
宁波市鄞州区中河街道林家工业区,浙江省,宁波市,鄞州区
浙江省温州市泰顺县竹里乡文礼书院国际部,浙江省,温州市,泰顺县
浙江省台州市路桥区金清镇林家工业区,浙江省,台州市,路桥区
浙江省温州市瑞安市下沙塘夏城路000号,浙江省,温州市,瑞安市
浙江省杭州市余杭区水产批发市场,浙江省,杭州市,余杭区
宁波慈溪市逍林镇樟新北路西侧加油站中化道达尔电联,浙江省,宁波市,慈溪市
义乌市铁东南路000号久汇印刷,浙江省,金华市,义乌市
浙江省嘉兴市海宁市浙江省海宁市百合新城林香苑0栋,浙江省,嘉兴市,海宁市
湖北省荆州市松滋市湖北省荆州市松滋市新江口镇乐乡大道松滋康辉旅游,湖北省,荆州市,松滋市
黄岩区管驿小区0号楼,浙江省,台州市,黄岩区
贵州省毕节市织金县浙江省斜桥镇000县道,贵州省,毕节市,织金县
浙江省台州市仙居县浙江省仙居县下各镇,浙江省,台州市,仙居县
鄞州区钱湖北路巴黎新天地,浙江省,宁波市,鄞州区
浙江省-宁波市-慈溪市周巷镇天元余庵公路000号,浙江省,宁波市,慈溪市
浙江省德清县干山工业区,浙江省,湖州市,德清县
湖北省公安县斑竹镇鸡公堤村八组,湖北省,荆州市,公安县
浙江省温州市龙湾区永强路0000号,浙江省,温州市,龙湾区
浙江省温州市龙湾区上江紧固件市场,浙江省,温州市,龙湾区
凌云三区000栋0单元,广西壮族自治区,百色市,凌云县
上海上海市黄浦区江西中路000号,上海市,上海市,黄浦区
浙江省杭州市萧山区北干街道金城路000号太古广场,浙江省,杭州市,萧山区
桐乡市石门镇羔羊工业区满芳鞋样,浙江省,嘉兴市,桐乡市
浙江省温州市瓯海区仙岩街道,浙江省,温州市,瓯海区
浙江省温州市瑞安市塘下镇中心路000-000号,浙江省,温州市,瑞安市
杭州市萧山区加贸区加贸运动器材有限公司,浙江省,杭州市,萧山区
湖北省黄石市下陆区团城山街道黄石市团城山街道柯尔山社区至尊门第第00栋0单元,湖北省,黄石市,下陆区
河南省濮阳市濮阳县城关镇建业城000号楼0单元,河南省,濮阳市,濮阳县
杭州市富阳东洲工业区学校沙000号,浙江省,杭州市,富阳区
浙江省台州市椒江区市府大道0000号方远大厦,浙江省,台州市,椒江区
浙江省杭州市拱墅区储鑫路00-0号0号楼0楼,浙江省,杭州市,拱墅区
温州市鹿城区仰义街道渔渡北路七弄二号,浙江省,温州市,鹿城区
海盐县武原街道枣园新村,浙江省,嘉兴市,海盐县
浙江省温州市浙江温州市省瓯海区高教园区温州商学院科研处,浙江省,温州市,瓯海区
杭州市西湖区文二路0000号A座北区三层A座,浙江省,杭州市,西湖区
浙江省温州市瑞安市塘梅路000号,浙江省,温州市,瑞安市
浙江省-温州市-永嘉县江北街道新桥村,浙江省,温州市,永嘉县
浙江省杭州西湖区西湖科技园西园三路00号0栋0楼,浙江省,杭州市,西湖区
宁波鄞州区南部商务区爱伊美大厦,浙江省,宁波市,鄞州区
义乌市赵宅四区00栋,浙江省,金华市,义乌市
余姚市玉立路000号_阳光国际大厦A座,浙江省,宁波市,余姚市
河北省承德市双桥区大石庙镇庄头营村卧龙山庄,河北省,承德市,双桥区
拱宸桥街道上塘路永宁巷蚕花园永和坊00幢,宁夏回族自治区,银川市,永宁县
东阳市江北街道人民北路000号,浙江省,金华市,东阳市
浙江省温州市永嘉县瓯北镇张堡东路派沃自控0楼,浙江省,温州市,永嘉县
浙江省江山市新塘边镇日月村,浙江省,衢州市,江山市
浙江省宁波北仑区小港红联方前兴岙村,浙江省,宁波市,北仑区
余杭塘路0000号浙大紫金港校区农生环,浙江省,杭州市,余杭区
上海市-市辖区-虹口区花园路000弄00号楼,上海市,上海市,市辖区
温岭市石粘镇山中大街玛士购物广场电联,浙江省,台州市,温岭市
宁波市鄞州区万兴路0000号,浙江省,宁波市,鄞州区
安徽省全椒县吴敬梓路0000号全椒县工行,安徽省,滁州市,全椒县
金华市义乌市数码城,浙江省,金华市,义乌市
浙江省杭州市滨江区中南建材市场,浙江省,杭州市,滨江区
浙江省杭州市余杭区浙江省杭州市余杭区五常街道丰岭路西溪景苑清晖园000栋00单元,浙江省,杭州市,余杭区
江南路0000号质检公共技术服务园区A座衡器管理所,广西壮族自治区,南宁市,江南区
浙江省三门县六敖镇马庄村,浙江省,台州市,三门县
浙江省嘉兴市南湖区大桥镇横岗路000号,浙江省,嘉兴市,南湖区
浙江省杭州市滨江区长河路000号拓森科技园0号楼0楼A座,浙江省,杭州市,滨江区
顺达花苑西区00幢0单元,四川省,攀枝花市,西区
浙江省宁波市慈溪市浙江省浒山街道三北大街000号,浙江省,宁波市,慈溪市
浙江省温州市瓯海区金蟾大道000号,浙江省,温州市,瓯海区
杭州市富阳市孙权路0000号,浙江省,杭州市,富阳市
大板桥街道云南省昆明市官渡区大板桥街道昆明大板桥镇长水航城水怀苑一栋,云南省,昆明市,官渡区
杭州余杭临平天荷路北横塘000号,浙江省,杭州市,余杭区
余姚市小曹娥镇政通路000号,浙江省,宁波市,余姚市
朝阳区香问园道柳芳水柳芳水里00号楼,北京市,北京市,朝阳区
浙江省杭州市江干区双菱新村000幢0单元,浙江省,杭州市,江干区
浦江黄宅镇百汇创业园,浙江省,金华市,浦江县
浙江省台州市路桥区吉利汽车城,浙江省,台州市,路桥区
湖里大道00号万山楼三楼,福建省,厦门市,湖里区
慈溪市龙山镇龙镇大道000号,浙江省,宁波市,慈溪市
敖汉旗新惠镇新中街邮政局对过六楼印美装饰,内蒙古自治区,赤峰市,敖汉旗
浙江省宁波市慈溪市逍林镇环东路000号弄内,浙江省,宁波市,慈溪市
义乌市秋实路000号八楼,浙江省,金华市,义乌市
绍兴市柯桥时代广场A座,浙江省,绍兴市,柯桥区
云龙工业区云龙镇云振路,江苏省,徐州市,云龙区
浙江嘉兴海宁市长安镇农发区之江路00号,浙江省,嘉兴市,海宁市
宁波江东区民安路0000号,浙江省,宁波市,江东区
上海市闵行区伊犁南路000弄0号,上海市,上海市,闵行区
浙江省嘉兴市海宁市隆兴路000号,浙江省,嘉兴市,海宁市
金华义乌市江东街道前成小区000栋0单元,浙江省,金华市,义乌市
柯桥金昌商务大厦,浙江省,绍兴市,柯桥区
浙江省杭州市拱墅区杭行路000号万达广场A座,浙江省,杭州市,拱墅区
浙江省台州市黄岩区半洋张,浙江省,台州市,黄岩区
运河镇亭趾街道津亭路00号,河北省,沧州市,运河区
宁波市鄞州区和济街宁波国际金融服务中心000楼财务室,浙江省,宁波市,鄞州区
中国浙江省温州市瓯海区东方南路,浙江省,温州市,瓯海区
广场东路000号港瑞金墅湾,江西省,赣州市,瑞金市
萧山区商业城床上用品市场0区0楼,浙江省,杭州市,萧山区
浙江省杭州市拱墅区登云路0000号西城时代0栋0楼,浙江省,杭州市,拱墅区
浙江省嘉兴市海宁市南塘镇,浙江省,嘉兴市,海宁市
浙江省杭州市下城区石桥路0000号杭州一运台州专线,浙江省,杭州市,下城区
浙江省杭州市江干区九堡镇蓝桥名苑,浙江省,杭州市,江干区
辽宁省营口市盖州市浙江省东新街道水印康庭,辽宁省,营口市,盖州市
浙江省嘉兴市嘉善县魏塘镇格林春天三幢0梯,浙江省,嘉兴市,嘉善县
宁波海曙段塘西路_0000弄,浙江省,宁波市,海曙区
浙江省杭州市江干区普德路阳光城普升00幢,浙江省,杭州市,江干区
浙江温州市鹿城区鹿城路0000号鹿城区交通运输局,浙江省,温州市,鹿城区
城东小区甘霖路000号000000,青海省,西宁市,城东区
浙江省宁波市鄞州区四明西路,浙江省,宁波市,鄞州区
湖南省益阳市赫山区火车站万利市场鸿基天剑厂房西头0楼,湖南省,益阳市,赫山区
台州市椒江区下陈镇中心街000号,浙江省,台州市,椒江区
湖北省武汉市武昌区水果湖街街道水果湖街办事处黄鹂路东亭小区00栋旁,湖北省,武汉市,武昌区
越城区解放南路望花东区,浙江省,绍兴市,越城区
金华东阳市南马镇柳塘村创威电炉有限公司,浙江省,金华市,东阳市
宁波宁海岔路镇工业园区,浙江省,宁波市,宁海县
义乌国际商贸城四区八楼,浙江省,金华市,义乌市
浙江宁波宁海县一市镇里朱村0组000号,浙江省,宁波市,宁海县
杭州市余杭区闲林镇工业区裕丰路0号,浙江省,杭州市,余杭区
浙江省舟山市普陀区_东港街道浦西工业区新盛路000号惠业天成水,上海市,上海市,普陀区
